time,Open,High,Low,Close,Volume
2026-02-27 09:00:00,5178.87,5182.571,5172.222,5175.758,6279
2026-02-27 10:00:00,5175.833,5180.721,5168.53,5177.663,6588
2026-02-27 11:00:00,5177.338,5185.375,5172.656,5185.375,4938
2026-02-27 12:00:00,5185.45,5190.553,5182.884,5187.499,6736
2026-02-27 13:00:00,5187.711,5240.516,5186.819,5223.198,20755
2026-02-27 14:00:00,5223.124,5236.092,5213.709,5223.762,20415
2026-02-27 15:00:00,5223.838,5246.401,5214.693,5239.359,17984
2026-02-27 16:00:00,5239.439,5257.624,5221.887,5229.106,18145
2026-02-27 17:00:00,5229.185,5236.913,5220.583,5234.421,13028
2026-02-27 18:00:00,5234.512,5246.932,5222.637,5245.069,10602
2026-02-27 19:00:00,5245.054,5252.228,5240.189,5250.08,7973
2026-02-27 20:00:00,5250.155,5265.515,5248.624,5263.353,8468
2026-02-27 21:00:00,5263.172,5281.253,5257.13,5279.022,6788
2026-03-01 23:00:00,5319.272,5393.371,5314.681,5386.916,16153
2026-03-02 00:00:00,5386.641,5388.044,5340.658,5347.2,23124
2026-03-02 01:00:00,5347.392,5347.392,5303.109,5324.969,37675
2026-03-02 02:00:00,5324.89,5351.905,5316.853,5346.134,16252
2026-03-02 03:00:00,5346.502,5366.738,5344.537,5366.285,10103
2026-03-02 04:00:00,5366.311,5367.036,5345.222,5356.029,8711
2026-03-02 05:00:00,5356.082,5366.325,5340.487,5365.943,9850
2026-03-02 06:00:00,5365.865,5389.734,5363.576,5387.582,11500
2026-03-02 07:00:00,5387.693,5419.03,5384.796,5407.874,14765
2026-03-02 08:00:00,5407.709,5416.418,5391.071,5393.835,13538
2026-03-02 09:00:00,5394.048,5402.721,5385.708,5391.806,10995
2026-03-02 10:00:00,5392.209,5400.845,5378.983,5389.038,11318
2026-03-02 11:00:00,5389.116,5399.732,5375.016,5385.113,10143
2026-03-02 12:00:00,5385.263,5398.674,5378.88,5396.809,10284
2026-03-02 13:00:00,5396.873,5416.358,5381.887,5394.026,21870
2026-03-02 14:00:00,5393.942,5395.221,5306.32,5333.62,51196
2026-03-02 15:00:00,5333.062,5348.799,5308.129,5316.053,34371
2026-03-02 16:00:00,5315.968,5315.968,5260.224,5290.232,42827
2026-03-02 17:00:00,5290.325,5320.759,5286.686,5306.476,20354
2026-03-02 18:00:00,5306.627,5316.575,5289.375,5315.279,13358
2026-03-02 19:00:00,5315.294,5333.981,5313.739,5330.516,9840
2026-03-02 20:00:00,5330.605,5346.119,5328.302,5332.491,17677
2026-03-02 21:00:00,5332.486,5340.356,5321.62,5322.103,7212
2026-03-02 23:00:00,5332.799,5346.94,5329.212,5345.688,5491
2026-03-03 00:00:00,5345.693,5361.997,5337.019,5350.306,8908
2026-03-03 01:00:00,5350.363,5379.802,5337.752,5339.027,18634
2026-03-03 02:00:00,5339.218,5368.145,5332.635,5367.011,16140
2026-03-03 03:00:00,5367.115,5373.47,5358.809,5367.133,8156
2026-03-03 04:00:00,5367.244,5375.551,5359.274,5361.165,7744
2026-03-03 05:00:00,5361.082,5366.926,5304.905,5318.883,17955
2026-03-03 06:00:00,5318.982,5322.993,5279.076,5310.378,23506
2026-03-03 07:00:00,5310.43,5331.011,5305.873,5327.461,12134
2026-03-03 08:00:00,5327.358,5335.669,5290.025,5295.592,14545
2026-03-03 09:00:00,5295.479,5303.581,5225.943,5274.747,29754
2026-03-03 10:00:00,5274.665,5288.083,5237.926,5248.377,22365
2026-03-03 11:00:00,5248.186,5263.873,5072.9,5144.538,75030
2026-03-03 12:00:00,5144.628,5226.551,5138.053,5224.34,34879
2026-03-03 13:00:00,5224.452,5224.452,5127.152,5156.412,50825
2026-03-03 14:00:00,5156.315,5175.512,5015.763,5038.14,75913
2026-03-03 15:00:00,5038.231,5096.869,4995.96,5095.336,71252
2026-03-03 16:00:00,5095.25,5134.761,5090.315,5106.513,43733
2026-03-03 17:00:00,5106.899,5109.594,5065.087,5078.903,33985
2026-03-03 18:00:00,5078.827,5138.314,5078.717,5136.081,26067
2026-03-03 19:00:00,5135.993,5149.115,5099.039,5113.095,25252
2026-03-03 20:00:00,5113.248,5130.413,5085.987,5097.119,23292
2026-03-03 21:00:00,5097.2,5110.172,5083.111,5090.294,14543
2026-03-03 23:00:00,5110.94,5129.684,5084.751,5125.056,9582
2026-03-04 00:00:00,5125.116,5140.293,5105.702,5138.29,13737
2026-03-04 01:00:00,5138.368,5178.567,5138.277,5174.636,26829
2026-03-04 02:00:00,5174.556,5190.92,5153.747,5155.939,17630
2026-03-04 03:00:00,5156.317,5177.279,5140.828,5174.518,15440
2026-03-04 04:00:00,5174.41,5180.726,5152.011,5156.75,10993
2026-03-04 05:00:00,5156.837,5168.034,5152.179,5159.679,13613
2026-03-04 06:00:00,5159.903,5160.794,5121.344,5160.541,18112
2026-03-04 07:00:00,5160.363,5176.051,5158.324,5168.182,11392
2026-03-04 08:00:00,5168.275,5182.155,5147.193,5167.386,13924
2026-03-04 09:00:00,5167.447,5185.063,5159.317,5182.28,11624
2026-03-04 10:00:00,5182.349,5202.313,5179.323,5189.894,13445
2026-03-04 11:00:00,5189.817,5200.739,5187.356,5192.107,8160
2026-03-04 12:00:00,5191.969,5205.974,5156.206,5171.056,17632
2026-03-04 13:00:00,5171.093,5196.111,5167.574,5167.888,17749
2026-03-04 14:00:00,5167.997,5184.967,5138.56,5146.896,36656
2026-03-04 15:00:00,5147.114,5167.065,5130.921,5151.399,35298
2026-03-04 16:00:00,5151.515,5162.464,5138.132,5149.745,20142
2026-03-04 17:00:00,5149.568,5152.967,5120.061,5140.891,16261
2026-03-04 18:00:00,5140.917,5143.362,5108.62,5133.829,16170
2026-03-04 19:00:00,5134.056,5139.433,5123.36,5137.805,10310
2026-03-04 20:00:00,5137.73,5146.858,5123.696,5134.838,35495
2026-03-04 21:00:00,5134.689,5143.888,5129.428,5139.198,5446
2026-03-04 23:00:00,5149.234,5165.859,5144.933,5164.962,4919
2026-03-05 00:00:00,5164.887,5179.698,5159.516,5172.334,6856
2026-03-05 01:00:00,5172.317,5186.591,5167.128,5172.705,14769
2026-03-05 02:00:00,5172.325,5192.414,5171.643,5192.121,10525
2026-03-05 03:00:00,5191.923,5194.986,5178.329,5180.292,6814
2026-03-05 04:00:00,5180.168,5186.736,5166.066,5171.593,5753
2026-03-05 05:00:00,5171.649,5176.738,5148.227,5148.65,8138
2026-03-05 06:00:00,5148.729,5168.583,5120.597,5167.416,16179
2026-03-05 07:00:00,5167.324,5172.734,5158.71,5162.056,10314
2026-03-05 08:00:00,5162.122,5170.187,5137.536,5165.589,11657
2026-03-05 09:00:00,5165.393,5180.373,5153.235,5160.844,13164
2026-03-05 10:00:00,5161.037,5167.402,5146.131,5164.459,8232
2026-03-05 11:00:00,5164.573,5167.876,5156.79,5163.469,6461
2026-03-05 12:00:00,5163.48,5171.576,5160.736,5162.641,6956
2026-03-05 13:00:00,5162.723,5163.957,5081.391,5117.944,29599
2026-03-05 14:00:00,5117.865,5129.728,5090.611,5102.165,33279
2026-03-05 15:00:00,5102.121,5119.872,5059.812,5102.457,39121
2026-03-05 16:00:00,5102.438,5104.367,5053.922,5077.536,24914
2026-03-05 17:00:00,5077.628,5089.357,5054.827,5062.961,22525
2026-03-05 18:00:00,5062.754,5085.445,5050.681,5069.46,19158
2026-03-05 19:00:00,5069.237,5081.293,5055.605,5065.818,16329
2026-03-05 20:00:00,5065.647,5094.508,5061.614,5076.664,19219
2026-03-05 21:00:00,5076.553,5085.131,5072.01,5083.291,5621
2026-03-05 23:00:00,5090.507,5101.747,5081.935,5086.266,5335
2026-03-06 00:00:00,5086.068,5092.363,5074.077,5084.504,8715
2026-03-06 01:00:00,5084.249,5143.888,5066.057,5134.811,17622
2026-03-06 02:00:00,5134.734,5138.353,5121.993,5126.29,9727
2026-03-06 03:00:00,5126.148,5141.348,5124.45,5130.904,6493
2026-03-06 04:00:00,5131.144,5136.121,5126.232,5127.668,4488
2026-03-06 05:00:00,5127.578,5129.877,5114.219,5117.334,7665
2026-03-06 06:00:00,5117.109,5122.87,5109.208,5115.588,7130
2026-03-06 07:00:00,5115.544,5120.629,5105.647,5119.458,7409
2026-03-06 08:00:00,5119.525,5123.189,5096.098,5108.428,8066
2026-03-06 09:00:00,5108.45,5109.402,5083.354,5085.507,9509
2026-03-06 10:00:00,5085.754,5092.911,5075.521,5090.917,9350
2026-03-06 11:00:00,5091.013,5099.529,5062.475,5076.717,10508
2026-03-06 12:00:00,5076.824,5096.643,5075.911,5083.242,10060
2026-03-06 13:00:00,5083.161,5130.578,5065.319,5084.852,32748
2026-03-06 14:00:00,5084.761,5131.836,5080.831,5129.953,36229
2026-03-06 15:00:00,5130.029,5171.645,5127.761,5141.881,35434
2026-03-06 16:00:00,5141.817,5153.041,5125.862,5139.932,19243
2026-03-06 17:00:00,5139.938,5152.391,5128.78,5140.487,14802
2026-03-06 18:00:00,5140.545,5167.776,5138.672,5160.976,11155
2026-03-06 19:00:00,5161.16,5174.626,5156.498,5159.805,9466
2026-03-06 20:00:00,5159.882,5162.447,5149.496,5153.513,10559
2026-03-06 21:00:00,5153.435,5176.565,5150.982,5174.067,5840
2026-03-08 22:00:00,5178.794,5180.193,5103.559,5130.154,21485
2026-03-08 23:00:00,5130.045,5135.528,5044.202,5075.442,19236
2026-03-09 00:00:00,5075.974,5080.48,5028.284,5049.895,27447
2026-03-09 01:00:00,5049.76,5087.683,5014.438,5070.175,36780
2026-03-09 02:00:00,5070.287,5099.253,5055.539,5094.858,19947
2026-03-09 03:00:00,5094.706,5102.437,5081.643,5091.221,11774
2026-03-09 04:00:00,5091.088,5097.305,5085.185,5089.959,7158
2026-03-09 05:00:00,5090.196,5140.456,5080.803,5124.366,17486
2026-03-09 06:00:00,5124.291,5133.806,5096.972,5097.688,15933
2026-03-09 07:00:00,5097.822,5107.507,5088.424,5098.944,12494
2026-03-09 08:00:00,5098.872,5110.683,5086.938,5096.606,13529
2026-03-09 09:00:00,5096.585,5132.503,5094.821,5104.995,13712
2026-03-09 10:00:00,5105.07,5111.017,5083.664,5087.263,11544
2026-03-09 11:00:00,5087.361,5097.199,5079.336,5088.049,10697
2026-03-09 12:00:00,5087.997,5111.891,5087.997,5094.974,9559
2026-03-09 13:00:00,5095.058,5111.237,5067.223,5074.123,25017
2026-03-09 14:00:00,5074.041,5116.136,5060.618,5093.893,28610
2026-03-09 15:00:00,5093.857,5103.314,5079.569,5099.469,15516
2026-03-09 16:00:00,5099.619,5110.471,5094.474,5104.617,9894
2026-03-09 17:00:00,5104.384,5106.757,5088.924,5096.069,9402
2026-03-09 18:00:00,5096.142,5126.389,5092.494,5122.996,7992
2026-03-09 19:00:00,5123.145,5143.981,5118.435,5141.033,16204
2026-03-09 20:00:00,5141.112,5147.962,5134.035,5137.448,6791
2026-03-09 22:00:00,5148.262,5152.853,5117.827,5152.845,8102
2026-03-09 23:00:00,5152.902,5155.948,5135.795,5139.445,6844
2026-03-10 00:00:00,5139.609,5141.402,5124.549,5130.766,9739
2026-03-10 01:00:00,5130.799,5186.065,5124.661,5184.015,17913
2026-03-10 02:00:00,5184.093,5187.112,5163.92,5166.016,10318
2026-03-10 03:00:00,5166.053,5173.304,5155.518,5157.679,7759
2026-03-10 04:00:00,5157.473,5166.273,5154.498,5163.713,5329
2026-03-10 05:00:00,5163.535,5179.042,5163.535,5177.775,6255
2026-03-10 06:00:00,5178.106,5180.827,5171.925,5174.941,6594
2026-03-10 07:00:00,5175.03,5181.302,5158.545,5180.77,8266
2026-03-10 08:00:00,5180.861,5195.112,5174.755,5183.465,9180
2026-03-10 09:00:00,5183.545,5189.207,5180.426,5182.315,6412
2026-03-10 10:00:00,5182.539,5184.056,5156.64,5177.002,9291
2026-03-10 11:00:00,5177.077,5191.793,5171.649,5174.907,9850
2026-03-10 12:00:00,5175.084,5189.291,5162.55,5186.734,9911
2026-03-10 13:00:00,5186.785,5228.721,5185.939,5205.581,20645
2026-03-10 14:00:00,5205.621,5214.188,5185.186,5206.657,15480
2026-03-10 15:00:00,5206.715,5238.432,5203.05,5228.678,11190
2026-03-10 16:00:00,5228.763,5235.576,5222.721,5227.49,7865
2026-03-10 17:00:00,5227.412,5235.166,5223.562,5227.755,9727
2026-03-10 18:00:00,5227.817,5228.163,5160.212,5191.783,26110
2026-03-10 19:00:00,5191.861,5207.66,5179.563,5198.804,14493
2026-03-10 20:00:00,5198.657,5199.162,5191.658,5192.72,4800
2026-03-10 22:00:00,5191.403,5198.074,5182.833,5189.287,7531
2026-03-10 23:00:00,5189.254,5197.285,5187.567,5196.851,4404
2026-03-11 00:00:00,5196.925,5219.351,5186.676,5215.236,8074
2026-03-11 01:00:00,5215.459,5223.041,5208.328,5208.605,9967
2026-03-11 02:00:00,5208.69,5220.553,5193.948,5217.112,8662
2026-03-11 03:00:00,5217.028,5220.366,5199.3,5203.349,5794
2026-03-11 04:00:00,5203.055,5208.643,5199.349,5204.494,4344
2026-03-11 05:00:00,5204.379,5208.014,5190.293,5199.756,6953
2026-03-11 06:00:00,5199.345,5210.765,5191.49,5197.793,7000
2026-03-11 07:00:00,5197.628,5202.105,5184.365,5195.507,8268
2026-03-11 08:00:00,5195.324,5198.412,5175.082,5187.672,8602
2026-03-11 09:00:00,5187.595,5196.989,5179.575,5187.731,7300
2026-03-11 10:00:00,5187.808,5195.213,5177.235,5185.823,7186
2026-03-11 11:00:00,5185.902,5193.45,5175.135,5180.983,8367
2026-03-11 12:00:00,5181.124,5196.467,5166.576,5167.592,14254
2026-03-11 13:00:00,5167.215,5182.837,5149.167,5176.652,18718
2026-03-11 14:00:00,5176.575,5196.414,5174.206,5183.249,17332
2026-03-11 15:00:00,5183.331,5185.574,5163.772,5166.023,13275
2026-03-11 16:00:00,5166.247,5177.955,5163.401,5175.668,9124
2026-03-11 17:00:00,5175.408,5180.848,5154.092,5169.596,9321
2026-03-11 18:00:00,5169.521,5178.25,5169.026,5172.457,7634
2026-03-11 19:00:00,5172.423,5183.188,5168.933,5182.97,5220
2026-03-11 20:00:00,5182.885,5183.461,5175.029,5177.136,3182
2026-03-11 22:00:00,5181.098,5182.284,5129.795,5139.03,6460
2026-03-11 23:00:00,5139.037,5157.767,5132.889,5134.222,7161
2026-03-12 00:00:00,5134.08,5161.43,5125.375,5152.9,9901
2026-03-12 01:00:00,5152.861,5172.842,5151.502,5168.425,11528
2026-03-12 02:00:00,5168.572,5175.152,5145.762,5150.633,9230
2026-03-12 03:00:00,5150.706,5155.325,5147.376,5152.927,6488
2026-03-12 04:00:00,5153.009,5153.821,5140.408,5142.404,4731
2026-03-12 05:00:00,5142.67,5157.471,5137.024,5154.547,6763
2026-03-12 06:00:00,5154.55,5170.199,5147.272,5165.945,6562
2026-03-12 07:00:00,5166.263,5185.373,5164.496,5181.793,6123
2026-03-12 08:00:00,5181.901,5189.676,5175.643,5177.833,6712
2026-03-12 09:00:00,5178.07,5190.195,5174.375,5187.991,6510
2026-03-12 10:00:00,5188.115,5191.657,5176.027,5182.213,6308
2026-03-12 11:00:00,5182.146,5183.822,5172.547,5178.779,5828
2026-03-12 12:00:00,5178.864,5185.73,5163.419,5181.487,9566
2026-03-12 13:00:00,5181.183,5186.047,5145.877,5151.27,20336
2026-03-12 14:00:00,5151.193,5163.315,5138.282,5142.931,16679
2026-03-12 15:00:00,5142.759,5144.917,5109.486,5132.431,19054
2026-03-12 16:00:00,5132.109,5137.954,5121.155,5123.428,11899
2026-03-12 17:00:00,5123.306,5129.424,5102.383,5105.334,11753
2026-03-12 18:00:00,5105.228,5112.492,5090.733,5094.408,10159
2026-03-12 19:00:00,5094.325,5096.775,5079.182,5084.796,10785
2026-03-12 20:00:00,5084.72,5090.53,5054.751,5079.869,10256
2026-03-12 22:00:00,5078.073,5096.164,5072.883,5096.015,5773
2026-03-12 23:00:00,5095.737,5101.191,5089.121,5098.163,5529
2026-03-13 00:00:00,5098.067,5115.109,5097.287,5113.424,5632
2026-03-13 01:00:00,5113.549,5124.204,5108.802,5124.178,9027
2026-03-13 02:00:00,5124.247,5128.363,5110.47,5111.797,6845
2026-03-13 03:00:00,5112.005,5116.562,5106.097,5115.304,5497
2026-03-13 04:00:00,5115.599,5117.87,5102.649,5104.215,4580
2026-03-13 05:00:00,5104.309,5110.862,5098.217,5103.088,6826
2026-03-13 06:00:00,5103.023,5107.79,5085.691,5088.257,9741
2026-03-13 07:00:00,5088.052,5093.893,5071.729,5084.89,8984
2026-03-13 08:00:00,5085.117,5087.979,5061.251,5087.117,10284
2026-03-13 09:00:00,5087.291,5096.93,5083.27,5089.639,7472
2026-03-13 10:00:00,5089.425,5098.407,5079.767,5094.631,7394
2026-03-13 11:00:00,5095.031,5107.729,5086.158,5107.366,7620
2026-03-13 12:00:00,5107.275,5121.882,5104.297,5118.312,11510
2026-03-13 13:00:00,5118.131,5121.233,5096.269,5101.5,14332
2026-03-13 14:00:00,5101.718,5107.861,5035.303,5041.73,22487
2026-03-13 15:00:00,5041.535,5071.31,5031.64,5034.814,24814
2026-03-13 16:00:00,5034.718,5053.075,5018.84,5046.014,19947
2026-03-13 17:00:00,5045.924,5063.926,5043.326,5046.451,12002
2026-03-13 18:00:00,5046.432,5051.453,5036.255,5046.323,9716
2026-03-13 19:00:00,5046.536,5049.943,5009.525,5016.41,12406
2026-03-13 20:00:00,5016.494,5025.413,5012.205,5020.977,7945
2026-03-15 22:00:00,5017.112,5030.407,5000.793,5024.786,8746
2026-03-15 23:00:00,5024.71,5026.154,4966.796,4997.507,14851
2026-03-16 00:00:00,4997.434,5031.104,4996.521,5025.742,13609
2026-03-16 01:00:00,5025.914,5026.642,4982.525,5015.901,22972
2026-03-16 02:00:00,5015.873,5018.779,4997.882,5003.696,10846
2026-03-16 03:00:00,5003.673,5020.841,4998.233,5019.074,7431
2026-03-16 04:00:00,5019.134,5026.054,5012.209,5012.908,5184
2026-03-16 05:00:00,5012.811,5019.993,5003.274,5017.368,6950
2026-03-16 06:00:00,5017.487,5036.013,5005.544,5012.005,10210
2026-03-16 07:00:00,5012.294,5016.204,4991.674,4995.23,10547
